INFO:root:10	-40.48172001939207	-12.450445791976618
INFO:root:16	-33.859255505836565	-8.846334846172082
INFO:root:24	-22.53964527381087	-13.69690178179585
INFO:root:31	-9.531428935298385	-11.9327479367368
INFO:root:36	-18.14907110748192	-31.899303094060286
INFO:root:41	-69.95081574923125	-113.70581712437921
INFO:root:55	-28.906774952571226	-115.65912816867511
INFO:root:64	-3.6484185956008726	-15.743643595935797
INFO:root:69	-63.61560261466848	-123.32000509333247
INFO:root:76	-54.11880873134359	-115.50411876893365
INFO:root:85	-38.135442259805195	-122.18388884225644
INFO:root:91	-30.33995895224296	-119.61035731633473
INFO:root:96	-31.4870519273989	-9.238008150935563
INFO:root:102	-25.70503276221268	-2.5935581468511955
INFO:root:106	-22.33283509351874	-7.061632933076146
INFO:root:111	-15.626167735416763	-7.753818056625465
INFO:root:115	-21.26262693928554	-12.644931663671821
INFO:root:119	-20.188228187692033	-9.886516454629671
INFO:root:124	-16.020037621881823	-9.293250360905473
INFO:root:128	-6.772597077058628	-13.910369703786744
INFO:root:132	-16.67395113622956	-11.518416926703773
INFO:root:136	-11.666399423388151	-13.337938392266599
INFO:root:140	-11.039392459408674	-16.34670341715146
INFO:root:145	-6.6010239506841994	-13.804237689787355
INFO:root:149	-5.1070605973570276	-18.84341593834004
INFO:root:153	-6.280259404537575	-24.92087460272925
INFO:root:157	-6.480781659843402	-26.54013506790468
INFO:root:162	-6.104427416395396	-25.80557967528736
INFO:root:167	0.20671011557492203	-15.849270072150498
INFO:root:171	-2.2262410151672856	-24.963980759817332
INFO:root:175	-0.7484303590071683	-29.626657828743213
INFO:root:179	-2.026030428636197	-38.50100522223534
INFO:root:183	-6.6701261340541125	-45.064496612746865
INFO:root:187	-6.4215980173933	-46.63241062190671
INFO:root:191	-3.3245171915926033	-22.21713601327723
INFO:root:195	-3.1649030786777548	-49.71205184954765
INFO:root:199	-5.0634839484971	-51.16953009800161
INFO:root:203	-4.1562068833758445	-51.69392361924315
INFO:root:207	0.8803310966789726	-47.36937285297647
INFO:root:211	-5.919975578895461	-24.211713649074742
INFO:root:215	-2.989903809426975	-45.97101671980056
INFO:root:219	-6.487746373182785	-45.532142212025725
INFO:root:223	-1.6293470818307245	-51.809133873100585
INFO:root:227	-1.870714060584705	-37.565742498287115
INFO:root:231	-1.0370710720916572	-43.55583416740565
INFO:root:235	-1.3901440415425856	-38.25128922238033
INFO:root:239	-33.511622905300946	-37.83631451133251
INFO:root:243	-10.357401710960549	-20.70379038888436
INFO:root:247	-2.2785505457141726	-23.489316041340455
INFO:root:252	-17.69693006807351	-20.05862344005492
INFO:root:256	-6.737471513305473	-28.109024067053788
INFO:root:260	-14.403426038537171	-25.651039457077683
INFO:root:264	-4.602870535330052	-35.64813932646199
INFO:root:268	-13.146428684092447	-39.34165549176984
INFO:root:272	-4.055638651108366	-10.30111292545493
INFO:root:276	-7.06619164028732	26.37443479181221
INFO:root:280	-9.206316157031193	26.01807393510785
INFO:root:284	0.6886147063542113	32.85940980519931
INFO:root:288	4.357191687023263	44.91491110875857
INFO:root:292	4.5602135501199665	56.78040473887591
INFO:root:296	-3.385660971863809	-11.09233450889145
INFO:root:300	4.768013989135005	60.02355305410628
INFO:root:304	4.589089264202247	67.46445286438195
INFO:root:309	15.38936689911971	53.810538806274025
INFO:root:313	28.215104800811023	62.11743914486889
INFO:root:317	29.977499319363957	63.66428760594922
INFO:root:321	19.67818668531501	-70.90228853644057
INFO:root:326	8.656584420581643	54.966025782318376
INFO:root:330	23.469231067114833	-101.43233992271959
INFO:root:336	2.6719331762331207	-75.38250773043362
INFO:root:340	2.1956727427691214	-91.87591750446467
INFO:root:344	-4.8394830206166946	-101.52032309778488
INFO:root:348	19.351997042919194	-102.11614744165912
INFO:root:354	60.80473017047036	-90.29344852099662
INFO:root:359	41.33093708171879	-99.962657964285
INFO:root:363	27.25271414859591	-93.61117493667058
INFO:root:369	24.40415366743321	-100.11530055682354
INFO:root:375	17.49774574978153	-102.95921876826448
INFO:root:380	12.928818028726313	-88.80820140855869
INFO:root:384	18.4884496954214	-99.99283025380379
